ogham_id,lat,lon,qid,source,status,note
I-COR-087,51.926111,-9.083889,Q85394128,"CISP MUSIC/1; Macalister 1945, 131; Wikidata Q85394128",verified,"Mount Music / Knockoran, West Muskerry, Co. Cork. The edition carries an empty <geo/>. Macalister 1945, 131: Windele found the stone prostrate in a field in 1845, set it up again, later moved it to his own house; acquired from his representatives and now in University College Cork. The coordinate is the field, i.e. the findspot, not the college."
